id,ground_truth,F5-TTS-o,wer
889,đây là đường nút từ nút giao thông khu an nam sài gòn đến cầu phú mỹ và đường vành đai phía đông thành phố,Tôi chơi Dương cầm giỏi.,100.0
89,gần chín nghìn tỉ đồng xây đường sắt đô thị cát linh hà đông,Chính vì vậy mà không khí Tết Dường như đến chậm hơn.,100.0
890,chúng giúp làn da khô trở nên tươi mát mềm mại hơn,"Không vậy, không sao tôi sẽ gọi ông ấy sau cảm ơn.",100.0
891,vì ngôn ngữ bây giờ không phải là tiếng anh nữa nên tốt nhất là bạn hủy cả dòng,Tôi quên túi đeo vai trong xe taxi.,100.0
892,cương ấp úng không trả lời,"Là một chiếc tuy đủ lớn để có thể đúc vừa một cuốn sổ tay có kích thước 8 nhanh, 11.",350.0
893,khách nước ngoài đón tết tại hà nội,Chả lời tôi biết.,100.0
894,tôi sẽ thảo phiếu tính tiền cho ông,Tôi muốn bạn gửi cái này.,100.0
895,phía công an cũng sẽ có những thông báo để có biện pháp ngăn chặn,do còn lưỡng nước trong cồn nhiều hơn nên động cơ ít bị nóng hơn.,100.0
896,phó bí thư Tưởng Phi Chiến thăm tặng quà gia đình chính sách hộ nghèo ở huyện Chương Mỹ,Đây có thể là trứng cá đỏ hoặc một trứng cá người lớn.,100.0
897,anh đã làm thế này bao lâu rồi,Tôi muốn có Catalo,100.0
898,tắt đèn phòng họp,Cắt tiếp mục múa tượng chưng cho mùa xuân.,225.0
899,vài tháng,Nắng hồ bắt nguồn từ dòng suối tiếng huyền thoại và nằm gọn gàng giữa rừng thông Minh Mong.,950.0
9,đứa bé có ói òng ọc ra sữa hoặc nước và bé chưa đến mười tuần tuổi hoặc có biểu hiện mất nước không,Bữa tiệc sống động nắng,100.0
90,bỏ quần vào trong máy giặt,Tỷ lệ là 10 mớm trên 1 kiểm.,133.33
900,ảnh bush lần đầu tới điểm nóng trung đông,Tôi đang tìm 1 món đồ lưu niệm nhỏ,100.0
901,anh ấy sống cạnh nhà,Chúng tôi sẽ báo cho anh ngay khi chúng tôi tìm được.,220.0
902,kẹo làm từ bột hòn đường quế hạt thông,Bận này có thường xảy ra không?,100.0
903,cô ấy đang gọi từ Canada,"Còn dự án phát triển sản phẩm từ mây và gỗ đàm bão báo bên vững do, xã quản lý tài trợ sợ sẽ thiết lập hệ thống sản xuất bài bản cho các sản phẩm mây che tại Việt Nam cũng như lau.",716.67
904,điều hòa làm lạnh,Hãy mang cho tôi 1 cục xa phòng.,200.0
905,nhìn cây đào đẹp,Đến thời điểm hiện tại ít nhất trong cả nước đã có 50.000 lao động thất nghiệp.,425.0
906,hàng đống bưởi,Tôi bị táo bón nhiều.,166.67
907,cơn khát thèm du thuyền bùng nổ vượt xa khả năng đáp ứng của cơ sở hạ tầng,Đó là quan niệm tình yêu ở Phái Đẹp.,100.0
908,tôi chơi dương cầm giỏi,Thấy cá ục sôi dưới đỉa mắc nô nào trong ruột.,220.0
909,làm một chiếc túi đủ lớn để có thể đút vừa một cuốn sổ tay có kích thước tám nhân mười một,Cho tới thứ 2.,100.0
91,trả lời tôi biết,Hệ thống phòng ngữ tài năng và dầu kinh nghiệm.,250.0
910,tôi muốn bạn gửi cái này,Phó Tổng thống đắc cử cũng khẳng định đổi. Ủu lãnh đạo kinh tế của ông đã lên kế hoạch thực hiện một gói kích thích kinh tế nữa với giá trị có thể lên tới 1.000 tỷ USD.,650.0
911,do còn lượng nước trong cồn nhiều hơn nên động cơ ít bị nóng hơn,"Trong quá trình này, một số người quen là việc kiều đã bày tỏ ý với phố muốn mua dâm, các người mẫu dĩnh viên.",166.67
912,đây có thể là trứng cá đỏ hoặc mụn trứng cá người lớn,Vui lòng mang cho tôi một ít nước uống.,100.0
913,tôi muốn có catalogue,Anh có đang thấy cầu vòng không?,175.0
914,các tiết mục múa tượng trưng cho mùa xuân,Tức dục,100.0
915,-N hồ bắt nguồn từ dòng suối tía huyền thoại và nằm gọn gàng giữa rừng thông mênh mông,Hãy cho tiền vào thùng vé khi ăn xuống xe.,100.0
916,tôi đang tìm một món đồ lưu niệm nhỏ,Sa Pa bây giờ là một trong những địa gian du lịch hấp dẫn nhất miền Bắc.,177.78
917,chúng tôi sẽ báo cho anh ngay khi chúng tôi tìm được,Anh sáng xàng gọi món chưa?,100.0
918,còn dự án phát triển sản phẩm từ mây và gỗ đảm bảo bền vững do ủy ban xã quản lý tài trợ sẽ thiết lập hệ thống sản xuất bài bản cho các sản phẩm mây tre tại việt nam cũng như lào,Mỗi con bò đều được đeo một chiếc vòng cổ gắn pin.,100.0
919,hãy mang cho tôi một cục xà phòng,Cho cô ấy một phiếu tính tiền liệt kê từng khoản được không?,162.5
92,đến thời điểm hiện tại ít nhất trong cả nước đã có năm mươi nghìn lao động thất nghiệp,Làm ơn cho tôi loại thứ 2.,100.0
920,tôi bị táo bón nhiều,Tôi muốn chuyển sang phòng khác.,120.0
921,đó là quan niệm tình yêu ở phái đẹp,Có giảm giá cho trẻ em không?,100.0
922,thấy cá ục sôi dưới đìa mắc nôn nao trong ruột,Cho tôi biết tên cô ấy.,100.0
923,cho tới thứ hai,Tất cả cũng chỉ xuất phát từ thói cả nể cố hữu dính mác sinh viên này thôi.,450.0
924,phó tổng thống đắc cử cũng khẳng định đội ngũ lãnh đạo kinh tế của ông đã lên kế hoạch thực hiện một gói kích thích kinh tế nữa với giá trị có thể lên tới một ngàn tỷ đô la mỹ,Họ phải đảm bảo có đủ vaccine và thực hiện các biện pháp cần thiết khác để đối phó với tình hình.,95.24
925,trong quá trình này một số người quen là việt kiều đã bày tỏ ý với phố muốn mua dâm các người mẫu diễn viên,Có những một vài xe đã hoàn tích cuộc đua.,92.0
926,vui lòng mang cho tôi một ít nước uống,cho tôi nửa gói thuốc lá xe lêm.,100.0
927,thược dược,Nó hơi ngọt,150.0
928,hãy cho tiền vào thùng vé khi anh xuống xe,Ngát TV,100.0
929,sa pa bây giờ là một trong những địa danh du lịch hấp dẫn nhất miền bắc,là tác động của nó đến hiệu xuất chung của toàn bộ hệ thống điện.,100.0
93,anh sẵn sàng gọi món chưa,Mưa sầm sập vừa ra ngoài trời quân áo chỉ lập tức ướt súng.,233.33
930,mỗi con bò đều được đeo một chiếc vòng cổ gắn pin,Khuyến cáo chọn ấm của tiến sĩ khải.,100.0
931,cho cô ấy một phiếu tính tiền liệt kê từng khoản được không,Các nhà đầu tư đã lỡ ôm quyền mua cổ phần đang rất hoang mang.,115.38
932,tôi muốn chuyển sang phòng khác,Chúng ta có vài phút nữa để làm.,133.33
933,có giảm giá cho trẻ em không,chúng ta có thể làm việc gì bù cho nó.,128.57
934,cho tôi biết tên cô ấy,Nhìn lên phía trái từ khu trung cư sẽ thấy nhà thờ Phú Cam.,233.33
935,tất cả cũng chỉ xuất phát từ thói cả nể cố hữu dính mác sinh viên này thôi,Anh gọi đánh thức tôi lúc 7 giờ sáng mai được không?,100.0
936,có nhưng một vài xe đã hoàn tất cuộc đua,Đừng bao giờ tự mình đi vào rừng.,100.0
937,cho tôi nửa gói thuốc lá salem,Khoan chơi nằm ở tầng nào?,100.0
938,nó hơi ngọt,để hoàn thiện hơn hoặc thay đổi khi cần thiết.,333.33
939,ngắt ti vi,Vui dòng đưa tôi đến khu phố Người Hoa.,300.0
94,là tác động của nó đến hiệu suất chung của toàn bộ hệ thống điện,bị đối việc vác giao truy xát ông chủ.,100.0
940,khuyến cáo chọn ấm của tiến sĩ khải,Và ông Lucas phải báo cáo cho ai?,100.0
941,các nhà đầu tư đã lỡ ôm quyền mua cổ phần đang rất hoang mang,Đã bán rồi.,100.0
942,chúng ta có vài phút nữa để làm,Từ bây giờ nó được gọi là thai nhì.,112.5
943,chúng ta có thể làm việc gì bù cho nó,Đó là cuộc sống đó cũng là bóng đá.,100.0
944,nhìn lên phía trái từ khu chung cư sẽ thấy nhà thờ phú cam,"Xin lỗi, cắt ngắn thêm 1 ít ở phần.",100.0
945,đừng bao giờ tự mình đi vào rừng,cô ấy sẽ muốn đậu xe đến 5h,100.0
946,khoang trời nằm ở tầng nào,Tự đăng cáo phó cho mình.,100.0
947,để hoàn thiện hơn hoặc thay đổi khi cần thiết,Đây là máy giặc phải không?,100.0
948,vui dòng đưa tôi đến khu phố người hoa,An chận công phô tàu nước ngoài đã được báo trước chính xác.,144.44
949,và ông Lucas phải báo cáo cho ai,"Sau đó, Thảo được Nguyễn Vũ bảo trở đến Ngã Tư, Nguyễn Trải Quốc lộ 1. Để đặc pháo giữa đường Thảo chuẩn bị cho nổ, thì bị công an, bắt quả tăng.",400.0
95,đã bán rồi,Ngộng cũng có khả năng ghi nhớ từ trước tới giờ dưới khảo cổ vẫn tưởng rằng não của Ngộng chỉ có thể lưu giữ thông tin vài giây.,966.67
950,từ bây giờ nó được gọi là thai nhi,Tôi muốn 1 ít cà phê uống liền.,100.0
951,đó là cuộc sống đó cũng là bóng đá,Con búp bê bằng gỗ này bao nhiêu tiền?,100.0
952,xin lỗi cắt ngắn thêm một ít ở phần,Bật đen phong đọc,100.0
953,cô ấy sẽ muốn đậu xe đến năm giờ,Thời tiết ấm áp như thế là đầu hè,100.0
954,đây là máy giặt phải không,Tuần này ông Thầy có vô thường xuyên không?,150.0
955,anh trần công phô tàu nước ngoài đã được báo trước chính xác,Dạm,100.0
956,sau đó thảo được nguyễn vũ bão chở đến ngã tư nguyễn trãi quốc lộ một để đặt pháo giữa đường thảo chuẩn bị cho nổ thì bị công an bắt quả tang,Vui lòng cho tôi một nế nữa.,96.97
957,tôi muốn một ít cà phê uống liền,Anh thích kiểu nào hơn?,100.0
958,con búp bê bằng gỗ này bao nhiêu tiền,TV Tăng Tiến đến 4,100.0
959,bật đèn phòng đọc,Anh có thể đổi phòng tôi với một cái nhìn ra biển không?,300.0
96,thời tiết ấm áp như thể là đầu hè,Chuyện sản xuất của lão chủ tịch Hò Nguyễn và họ đổ mãi mãi vào sự sách.,188.89
960,tuần này ông thầy có vô thường xuyên không,tỷ như với món thiền trên ghế đá,100.0
961,giảm,Rồi một đêm khi tràng lên dường bằng trực giác.,1000.0
962,vui lòng cho tôi một nĩa nữa,Anh có bị gì ứng thực sự nặng không?,128.57
963,ti vi tăng tiếng đến bốn,Nó không đúng.,100.0
964,anh có thể đổi phòng tôi với một cái nhìn ra biển không,Làm ơn cho tình lẽ.,100.0
965,tỉ như với món thiền trên ghế đá,Chúng tôi có 4 người,100.0
966,rồi một đêm khi chàng lên giường bằng trực giác,đến Washington giả vẽ bao nhiêu?,100.0
967,anh có bị dị ứng thực sự nặng không,Vâng đó là vàng 18 cara,100.0
968,nó không đúng,Ánh đốt khắc lên khoan cổ cụt đỏ hỏn hụt thấn.,366.67
969,làm ơn cho tiền lẻ,Kìa ai đang nghịt trái tim?,120.0
97,chúng tôi có bốn người,Vậy còn yếu tố tinh thần thì sao?,160.0
970,đến washington giá vé bao nhiêu,"Khi đạp thắng tôi, luôn nghe, thấy một tiếng ồn là...",183.33
971,vâng đó là vàng mười tám cara,Cái nhỏ có hành tươi,100.0
972,kìa ai đang nghịch trái tim,Trường tôi là một trường công lập.,116.67
973,khi đạp thắng tôi luôn nghe thấy một tiếng ồn lạ,Anh có thể gửi nó không?,100.0
974,cái nhỏ có hành tươi,Quý vị có uống thuốc của quý vị vào ban đêm không?,220.0
975,trường tôi là một trường công lập,Xin lỗi bạn có thể chỉ giúp tôi ngân hàng gần nhất không?,171.43
976,anh có thể gửi nó không,và vui lòng thắt giây an toàn của quý khách.,166.67
977,quí vị có uống thuốc của quí vị vào ban đêm không,"Vẽ đẹp, khôn mặt và bánh năng tình dục. Quang hệ tương hỗ chặt trẻ với nhau.",141.67
978,xin lỗi bạn có thể chỉ giúp tôi ngân hàng gần nhất không,Do vậy tôi vẫn phải gồng mình.,92.31
979,và vui lòng thắt dây an toàn của quý khách,"Xin lỗi, anh có thể lĩnh tiền mặt cái này.",100.0
98,vẻ đẹp khuôn mặt và bản năng tình dục quan hệ tương hỗ chặt chẽ với nhau,Tôi muốn đăng ký một chiến bay từ Los Angeles đi Níu khởi hành vào ngày 15 và quay về vào ngày 13.,135.29
980,do vậy tôi vẫn phải gồng mình,Hãng xe hãng xan. Của đức sẽ giới thiệu mẫu ưu đái đầu tiên thuộc danh một sản phẩm của mình.,300.0
981,hãng xe hạng sang của đức sẽ giới thiệu mẫu ưu đãi đầu tiên thuộc danh mục sản phẩm của mình,Rông cửa cũng phải kín thì tụ mới hoạt động tốt. Gió hở làm thất thoát điện rất lớn.,100.0
982,roong cửa cũng phải kín thì tủ mới hoạt động tốt gió hở làm thất thoát điện rất lớn,Tôi cảm thấy lạnh và buồn nôn có nơi nào để nằm không.,100.0
983,tôi cảm thấy lạnh và buồn nôn có nơi nào để nằm không,Tôi đang tìm một công việc mới.,100.0
984,tôi đang tìm một công việc mới,"Súng được du nhập vào Nhật Bản vào thời đó, chúng đóng một vai trò quan trọng để thắng một trận đấu.",300.0
985,súng được du nhập vào nhật bản vào thời đó chúng đóng một vai trò quan trọng để thắng một trận đấu,Tôi muốn trả phòng vệ vui lòng đến phòng tôi để mang hành lý của tôi.,100.0
986,tôi muốn trả phòng vậy vui lòng đến phòng tôi để mang hành lý của tôi,Ông được nhiều người biết đến.,100.0
987,ông được nhiều người biết đến,Vĩ bảo những người có tuổi tác ban đầu thường dặn về quá khứ nghĩ về những ngày giữ địa vị ngoài xã hội.,383.33
988,vĩ bảo những người có tuổi tác ban đầu thường dằn vặt về quá khứ nghĩ về những ngày giữ địa vị ngoài xã hội,Họ còn trang điểm nhảy muối giống như vậy.,100.0
989,họ còn trang điểm nhảy múa giống như vậy,Hầu bàn của quý khách sẽ là Alaphredo.,100.0
99,hầu bàn của quý khách sẽ là Alfredo,"Xin lỗi, tôi có thể tìm một đại lý lữ hành ở đâu.",162.5
990,bạn có thể tìm một tờ ở một quầy mới gần đây,Cảnh sát biết rằng có một nhóm bí mật hoạt động bất hợp pháp.,108.33
991,cái này mắc quá,bạn có thể tìm một tờ ở một quay mới gần đây.,300.0
992,va chạm với người chở ngỗng chiếc xe lật úp làm đổ rất nhiều biển báo lẫn cột đèn,Cái này mắc quá.,100.0
993,những chiếc thuộc sở hữu của một tổng đại lý ở đức vững chắc nhiều năm liền nhưng hãng cũng không thoát khỏi cơn bão khủng hoảng,"Và chạm với người trường ngóng chiếc xe lật ướp làm đổ rất nhiều biến báo, lẫn cột đèn.",96.3
994,kết thúc trận đấu các cầu thủ thường có trao đổi áo đấu cho nhau,Những chiếc thuộc sở hữu của một tổng đại lý ở Đức Vững chắc nhiều năm liền nhân hãng cũng không thoát khỏi cơn bảo khủng hoảng.,180.0
995,vui lòng đừng nói bây giờ chúng ta sẽ nói về nó trong cuộc họp báo,"Kết thúc chận, đấu các cầu thủ thường có trao, đổi áo đấu cho nhau.",100.0
996,trời có đang quang đãng dần không,"Vui lòng, đừng nói bây giờ chúng ta sẽ nói về nó trong cuộc họp báo.",228.57
997,để nó cho tôi,"Trời, có đăng quan đảng dành không?",175.0
998,mì vằn thắn và sủi cảo là hai món được ưa chuộng nhất tại đây,để nó cho tôi.,100.0
999,thủ tục lên máy bay vào lúc hai giờ ba mươi,Mì văn thắn và suối cáo là 2 món được ưa chuộn nhất tại đây.,136.36
