id,ground_truth,XTTS,wer
872,giá cước đến chiangmai là bao nhiêu,Z cały dens ciên nay gi بع niềmchio.,114.29
873,các bà vợ kể rằng,Cảm ơn các bạn. Cảm ơn các bạn.,140.0
874,anh có muốn được giúp gì không,Anh... coi anh có muốn được giúp gì không?,42.86
875,chúng tôi muốn đi trượt nước,Chúng đợi muốn đi chật nữa?,66.67
876,tôi sẽ quay lại trong vòng một tiếng nữa,"Đôi xe, quay lại trong vòng mùa điểm nữa.",55.56
877,cho tôi một ít dấm,"Chào, 2 1 ít xem.",80.0
878,kha đây là Noami mình đang ở thành phố,Huh... thisin ch٠H ngày,100.0
879,ngày mai trời sẽ có sương mù à,"Này, May Joy,搽Det這是ng moderator Cho wrench.",100.0
88,chỉ xét tuyển hồ sơ không phải thi,"Chị xe, đuận hồ sợi không phải đi come in đơn.",100.0
880,tôi có một thẻ ngân hàng,3 VST,100.0
881,vui lòng cho tôi ghế phía trước dọc lối đi,"Vui làm cho tôi vén trở, tôi nghĩ phía trước sau nổi đi.",90.0
882,lũ trẻ nít,pipes без,100.0
883,tụ tập học đòi đàn đúm hư thân mất nết,Tụ tập học đòi đàn đúng hư thân mất nít.,30.0
884,tối nay bạn có muốn đến rạp chiếu phim không,Tối nay bạn có muốn đến rợp chiều phim không?,40.0
885,gần đây nhiều sếp âm thầm bán cổ phiếu nhưng không báo cơ quan quản lý,"gần đây nhờ xếp âm thầm bản cụ phiếu, nhưng không bảo cơ quan quản lý.",43.75
886,ông ri nhấn mạnh bình nhưỡng sẽ không khoanh tay ngồi nhìn mà sẽ tấn công nếu cần,"Ông viên nhấn mạnh bình ưỡng sẽ không hoành tay ngồi nhìn mà sẽ tấn công, nếu cần.",33.33
887,vâng chúng tôi có thể vui lòng cho tôi biết tên,"Vâng, chúng tôi có thể vui làm cho tôi biết tên.",27.27
888,nằm giữa trung tâm thành phố Bắc Giang quán phở nổi tiếng của nguyễn thị hảo và nguyễn tuấn vũ chẳng lúc nào đề biển mở cửa nhưng khách vẫn hối hả,"Nằm giữa trung tâm thành phố Bắc Sam Quán Phở nổi tiếng của Nguyễn Thị Hào và Nguyễn Tân Vũ trở lúc nào đe biển mở cửa, niên khách vẫn hối hạ.",46.88
889,đây là đường nút từ nút giao thông khu an nam sài gòn đến cầu phú mỹ và đường vành đai phía đông thành phố,Đây là đường nút từ nút sau thông khoan Nam Sài Gòn đến Câu Phủ Mỹ và đường vành đai phía Đông thành phố.,48.0
89,gần chín nghìn tỉ đồng xây đường sắt đô thị cát linh hà đông,"Gần chính nhà em tỉ đồng xây đường xắt đồ thị cát, Linh Hà Đông.",71.43
890,chúng giúp làn da khô trở nên tươi mát mềm mại hơn,"Chúng giúp làn ra hồ, chờ nên tư mặt mê mãi hơn.",75.0
891,vì ngôn ngữ bây giờ không phải là tiếng anh nữa nên tốt nhất là bạn hủy cả dòng,"Vì ngôn lũ bây giờ không phải là tiến anh nữa, nên tốt nhất là bạn huy cài rong.",36.84
892,cương ấp úng không trả lời,Cường ấp ủng hồng chá lời,66.67
893,khách nước ngoài đón tết tại hà nội,Hai clearing Victorious,100.0
894,tôi sẽ thảo phiếu tính tiền cho ông,"Đi xe, thảo phíu, điên điên trọng.",87.5
895,phía công an cũng sẽ có những thông báo để có biện pháp ngăn chặn,Phía Công An cũng sẽ có những thông báo để có biện pháp nằm chặn.,33.33
896,phó bí thư Tưởng Phi Chiến thăm tặng quà gia đình chính sách hộ nghèo ở huyện Chương Mỹ,"Phỏa bí thư tưởng phi chiến thăm tạng quài gia đình, chính xách hộ nghèo ở Nguyễn Trường Mỹ.",57.89
897,anh đã làm thế này bao lâu rồi,Anh đã làm thế này bao lâu rồi?,25.0
898,tắt đèn phòng họp,That is crazy.,100.0
899,vài tháng,"V mày talvez Michael, una �h t sytu OT also your legs.",600.0
9,đứa bé có ói òng ọc ra sữa hoặc nước và bé chưa đến mười tuần tuổi hoặc có biểu hiện mất nước không,"Đứa bề có ổi ồng học xa xửa hoặc nước, và bề trừ đến 10 tuần tuổi hoặc có biểu yên mất nước hông.",54.17
90,bỏ quần vào trong máy giặt,bichen 1 nguyện bạo quân vào gramsight,116.67
900,ảnh bush lần đầu tới điểm nóng trung đông,"Anh bớt, lên đầu tới điểm náu trung đông.",55.56
901,anh ấy sống cạnh nhà,pumping Center,100.0
902,kẹo làm từ bột hòn đường quế hạt thông,Kéo làm từ bụt hôn đường quay hạt thông.,55.56
903,cô ấy đang gọi từ Canada,"Poi, đen gái tư Canada.",100.0
904,điều hòa làm lạnh,Điны kh MI DÂN!,100.0
905,nhìn cây đào đẹp,Nhìn... cây đào... đẹp.,75.0
906,hàng đống bưởi,Ng sunt auss. Lũng,133.33
907,cơn khát thèm du thuyền bùng nổ vượt xa khả năng đáp ứng của cơ sở hạ tầng,Cơn thất thêm du thuyền bùng nổ vượt xa khả năng đáp ứng của cơ sở hạ tâm.,22.22
908,tôi chơi dương cầm giỏi,Do White leading face,100.0
909,làm một chiếc túi đủ lớn để có thể đút vừa một cuốn sổ tay có kích thước tám nhân mười một,Làm mối trước tuyết đủ lớn để có thể đút vừa một cuốn sở tay có kịch thức 8 nhân 11.,45.45
91,trả lời tôi biết,Chán lời đôi mia?,75.0
910,tôi muốn bạn gửi cái này,Tôi muốn... bán... gửi cái này.,66.67
911,do còn lượng nước trong cồn nhiều hơn nên động cơ ít bị nóng hơn,Giá còn lượng nước trong côn nhiều hơn nên đậm cơ ít bị nắm hơn.,33.33
912,đây có thể là trứng cá đỏ hoặc mụn trứng cá người lớn,Đây có thể là chùm cá đầu hoặc muộn chùm cá ngồi luôn.,53.85
913,tôi muốn có catalogue,Tiblical? America? Caitellac?,100.0
914,các tiết mục múa tượng trưng cho mùa xuân,Các tiếp mục mối tượng trưng trả hoa mùa xuân,55.56
915,-N hồ bắt nguồn từ dòng suối tía huyền thoại và nằm gọn gàng giữa rừng thông mênh mông,"En hồ bắt muôn từ giòng suối, tiếp, huyên thoại, và nằm gọn gàng giữa sừng thông minh mông.",52.63
916,tôi đang tìm một món đồ lưu niệm nhỏ,"Tuy, đang đang tìm một món đồ liều niệm nhá.",44.44
917,chúng tôi sẽ báo cho anh ngay khi chúng tôi tìm được,chúng tôi sẽ bảo trộn nãy khi chúng tôi tìm được.,41.67
918,còn dự án phát triển sản phẩm từ mây và gỗ đảm bảo bền vững do ủy ban xã quản lý tài trợ sẽ thiết lập hệ thống sản xuất bài bản cho các sản phẩm mây tre tại việt nam cũng như lào,"Còn dự án phát triển sản phẩm từ may và gỗ đảm vào bên vững, sau ý ban xã quản lý tài trợ sẽ thiết lập hệ thống sản xuất bay bản cho các sản phẩm may chơi tại Việt Nam cũng như lão hồ.",31.82
919,hãy mang cho tôi một cục xà phòng,Hãy men chờ tôi một quốc sát vòng.,75.0
92,đến thời điểm hiện tại ít nhất trong cả nước đã có năm mươi nghìn lao động thất nghiệp,Đến thời điểm hiện tại ít nhất trong cả nước đã có 50.000 rao động thích nghiệp.,36.84
920,tôi bị táo bón nhiều,Tuy bị theo l хочется,80.0
921,đó là quan niệm tình yêu ở phái đẹp,Đó là quan niệm tình yêu ở Phải Đệp.,33.33
922,thấy cá ục sôi dưới đìa mắc nôn nao trong ruột,thấy cá ụt xôi dưới đêm mắc nôn nào trong rượt.,45.45
923,cho tới thứ hai,Chào... sherdem đối highlightsoras Share...,125.0
924,phó tổng thống đắc cử cũng khẳng định đội ngũ lãnh đạo kinh tế của ông đã lên kế hoạch thực hiện một gói kích thích kinh tế nữa với giá trị có thể lên tới một ngàn tỷ đô la mỹ,"Phó tổng thống Đắc Cử cũng hẳn định đội mũ lãnh đạo kinh tế của ông đã lên kế hoạch. Thực hiện một gói kích thích kinh tế nữa, với giá trị có thể lên tới 1.000 tỷ USD.",30.95
925,trong quá trình này một số người quen là việt kiều đã bày tỏ ý với phố muốn mua dâm các người mẫu diễn viên,"Trong quá trình này, một số người quên là vì Kiều đã bày tò ý với phố muốn mua dân, các người mẫu diễn viên.",32.0
926,vui lòng mang cho tôi một ít nước uống,Vùi lắm nhen chờ tôi một ít nơi ồn.,66.67
927,thược dược,C replies,100.0
928,hãy cho tiền vào thùng vé khi anh xuống xe,àu họ risque بالكر chggаж cụ invari offers,100.0
929,sa pa bây giờ là một trong những địa danh du lịch hấp dẫn nhất miền bắc,Sao bây giờ là một trong những địa sạch du lịch hấp sận nhất mình bao?,35.29
93,anh sẵn sàng gọi món chưa,Xin nhìn il msent là em un cho em. Tak có cash. easier L hatred Anh washes Bắt bỏ,316.67
930,mỗi con bò đều được đeo một chiếc vòng cổ gắn pin,Mỗi con bà đều được đều một trước phòng cổ ảnh pin.,58.33
931,cho cô ấy một phiếu tính tiền liệt kê từng khoản được không,"Chắc quay một phíu, tính tiên lịch kệ tận hoàn, được không?",76.92
932,tôi muốn chuyển sang phòng khác,Đôi mồn chiến sân phòng khá?,83.33
933,có giảm giá cho trẻ em không,Coa? Xem SARら cho ch 냄새 mình ph FM,114.29
934,cho tôi biết tên cô ấy,"Chả, tôi biết tên cô ấy.",33.33
935,tất cả cũng chỉ xuất phát từ thói cả nể cố hữu dính mác sinh viên này thôi,"Tất cả cũng chỉ sứt pha. Từ thối, cả này cố gữ gìn nó sinh viên này thôi.",55.56
936,có nhưng một vài xe đã hoàn tất cuộc đua,Có những một vầy xe đã hoàn tích cuộc đua.,50.0
937,cho tôi nửa gói thuốc lá salem,Ch joinsap hến.,100.0
938,nó hơi ngọt,Nó... hỡi... nọt.,100.0
939,ngắt ti vi,Quênseden Ob Velvet Hãy subscribe cho kênh Ghiền Mì Gõ Để không bỏ lỡ những video hấp dẫn,600.0
94,là tác động của nó đến hiệu suất chung của toàn bộ hệ thống điện,là tác động của nó đến hiệu sất chung của tuần mộ hệ thống điện.,26.67
940,khuyến cáo chọn ấm của tiến sĩ khải,Quên đáo trọng ấm của tiền sĩ hãi.,62.5
941,các nhà đầu tư đã lỡ ôm quyền mua cổ phần đang rất hoang mang,Cây nhà đầu tư đã lỡ ôn quyền mua cụ phần đàn sức hoang mang.,40.0
942,chúng ta có vài phút nữa để làm,Chúng ta có phải phút nữa để làn anh.,50.0
943,chúng ta có thể làm việc gì bù cho nó,Chúng ta... có thể làm việc gì bụi cho nó?,40.0
944,nhìn lên phía trái từ khu chung cư sẽ thấy nhà thờ phú cam,"Nhìn lên phía trái từ hù trung cư, sẽ thấy nhà thàu phủ cam.",50.0
945,đừng bao giờ tự mình đi vào rừng,Đừng bao giờ tự mình đi vào sân?,25.0
946,khoang trời nằm ở tầng nào,"Hoàn chui, đâu Earlier than nowique?",100.0
947,để hoàn thiện hơn hoặc thay đổi khi cần thiết,để hoàn thiệt hơn hoặc thay đổi khi cần thiết nừng lắm.,30.0
948,vui dòng đưa tôi đến khu phố người hoa,"Vui dòng, đưa tôi đến khu phổ này hóa.",55.56
949,và ông Lucas phải báo cáo cho ai,"Và ông Lucas, phải bảo cầu cho ai?",62.5
95,đã bán rồi,Dạ!향 Đ cafes,100.0
950,từ bây giờ nó được gọi là thai nhi,Từ bây giờ nó được gọi là thai nhỉ?,22.22
951,đó là cuộc sống đó cũng là bóng đá,Đó là... Cúc sống... Đó cũng là... Bôn đả...,88.89
952,xin lỗi cắt ngắn thêm một ít ở phần,Xin lối các nắng thêm một ít ờ phân.,66.67
953,cô ấy sẽ muốn đậu xe đến năm giờ,Quỳy sẽ muốn đậu xe đến 5 giờ.,44.44
954,đây là máy giặt phải không,"Đấy, là mấy sạch phải không?",66.67
955,anh trần công phô tàu nước ngoài đã được báo trước chính xác,Anh Trần công phụ tầu nước ngoài đã được đảo trước chính xa.,46.15
956,sau đó thảo được nguyễn vũ bão chở đến ngã tư nguyễn trãi quốc lộ một để đặt pháo giữa đường thảo chuẩn bị cho nổ thì bị công an bắt quả tang,"Sau đó Thảo được nguyên vũ bão trở đến nã từ nguyện trải quốc lộ một, để đặt pháo sứ đường Thảo chuẩn bị, cho nồ thì bị công an bắt quả tan tan.",45.45
957,tôi muốn một ít cà phê uống liền,"Bởi môn, môn, ít ca, phê ôm liền châu.",75.0
958,con búp bê bằng gỗ này bao nhiêu tiền,"Còn buốc bây đăng lọ, này bao nhiêu tiền?",66.67
959,bật đèn phòng đọc,nhưng vẫn muốn tìm juvenile,125.0
96,thời tiết ấm áp như thể là đầu hè,"Thôi, tiếp ấm áp như thế là đâu hết",55.56
960,tuần này ông thầy có vô thường xuyên không,Đừng này ông thầy có vụ thường xuyên không?,33.33
961,giảm,"Xem? Này, mẹ nhé.",400.0
962,vui lòng cho tôi một nĩa nữa,Vui làm chả tôi một mia nữa.,71.43
963,ti vi tăng tiếng đến bốn,Ti vi tâm tiêm đến nóa,66.67
964,anh có thể đổi phòng tôi với một cái nhìn ra biển không,Anh có thể đổi phòng tôi với một cái nhìn ra biển không?,15.38
965,tỉ như với món thiền trên ghế đá,Đi nhu với môn thiên trên ghi đá.,75.0
966,rồi một đêm khi chàng lên giường bằng trực giác,Sôi một đêm khi chán lên sường bằng trực xa?,40.0
967,anh có bị dị ứng thực sự nặng không,Anh có bị gì ứng thức sự nạn hôm?,55.56
968,nó không đúng,Nó hôm... ...númn lý sên...,166.67
969,làm ơn cho tiền lẻ,"Lẹm ơn, chào, điên lìa there.",120.0
97,chúng tôi có bốn người,Chúng tôi đã mốn người.,80.0
970,đến washington giá vé bao nhiêu,private,100.0
971,vâng đó là vàng mười tám cara,V uncertainty!,100.0
972,kìa ai đang nghịch trái tim,ك seguir hai năm yêu nhất xài thiến,133.33
973,khi đạp thắng tôi luôn nghe thấy một tiếng ồn lạ,"Hi, đạp thắng tôi, luôn hãy thấy mùi tìm ồn lạ.",54.55
974,cái nhỏ có hành tươi,Cái nhau có hình đuôi,80.0
975,trường tôi là một trường công lập,Trường tôi là một trường công lạc?,28.57
976,anh có thể gửi nó không,"However,... in my view...",100.0
977,quí vị có uống thuốc của quí vị vào ban đêm không,Quý vị gọi ổn thuộc của Quý vị và bản đềm Hồng Nhan.,83.33
978,xin lỗi bạn có thể chỉ giúp tôi ngân hàng gần nhất không,Xin nỗi bạn có thể chỉ giúp tôi nâng hàng gần nhất không?,30.77
979,và vui lòng thắt dây an toàn của quý khách,Và vui lòng thật sự an toàn của quý khách.,40.0
98,vẻ đẹp khuôn mặt và bản năng tình dục quan hệ tương hỗ chặt chẽ với nhau,"Về đẹp khuôn mặt và bản năng, tình dục quan hệ tương hóa chặt chẽ với nhau.",23.53
980,do vậy tôi vẫn phải gồng mình,"Do vậy, tui vẫn phải cùng mình.",71.43
981,hãng xe hạng sang của đức sẽ giới thiệu mẫu ưu đãi đầu tiên thuộc danh mục sản phẩm của mình,Hãng xe hạn sang của Đức sẽ giới thiệu mẫu u đái đầu tiên thuộc danh một sản phẩm của mình.,33.33
982,roong cửa cũng phải kín thì tủ mới hoạt động tốt gió hở làm thất thoát điện rất lớn,"Rương cửa cũng phải kín, khi tùm mới hoạt động tốt gió hở làm thất thác điện rất lớn.",31.58
983,tôi cảm thấy lạnh và buồn nôn có nơi nào để nằm không,"Tôi cảm thấy, lạnh và buồn nôn có nơi nào để năm khâu.",30.77
984,tôi đang tìm một công việc mới,Tùy đẹp mforem từ cóng khiற mieli,100.0
985,súng được du nhập vào nhật bản vào thời đó chúng đóng một vai trò quan trọng để thắng một trận đấu,"Xung được du nhập và nhật bản và thời đó, chúng đấu một vây cho quan trọng để thắng một trận đấu.",36.36
986,tôi muốn trả phòng vậy vui lòng đến phòng tôi để mang hành lý của tôi,"Tôi muốn trải phòng vậy vui làm đến phòng tôi, để mang hành lý của tôi.",31.25
987,ông được nhiều người biết đến,Ông được nhiều người biết đến.,33.33
988,vĩ bảo những người có tuổi tác ban đầu thường dằn vặt về quá khứ nghĩ về những ngày giữ địa vị ngoài xã hội,Ví bảo những người có tủy tác ban đầu thường danh vặt về quá hứa nghĩ về những này giữ địa vị ngoài xã hội.,24.0
989,họ còn trang điểm nhảy múa giống như vậy,"Học on chân biệm, ngày mùa, sống nhu vệ.",100.0
99,hầu bàn của quý khách sẽ là Alfredo,"Hov,ны vệt nè. Ng options",100.0
990,bạn có thể tìm một tờ ở một quầy mới gần đây,bạn có thể tìm một tờ ở một quay mới gần đây,8.33
991,cái này mắc quá,Cây này mặc quả,75.0
992,va chạm với người chở ngỗng chiếc xe lật úp làm đổ rất nhiều biển báo lẫn cột đèn,"và chạm với người trở ngộng trước xe lật Úc, làm đồ rất nhiều biển báo lẫn của tên.",42.11
993,những chiếc thuộc sở hữu của một tổng đại lý ở đức vững chắc nhiều năm liền nhưng hãng cũng không thoát khỏi cơn bão khủng hoảng,"Những chiếc thuộc sở hiệu của một tầm đại lý ở Đức vẫn chắc nhiều năm liền, nhưng hã cũng không thất hỏi cơn bão hùng hoáng.",40.74
994,kết thúc trận đấu các cầu thủ thường có trao đổi áo đấu cho nhau,"Kết thúc trận nếu các cầu thù, thường có trai đuổi áo đấu cho nhau.",40.0
995,vui lòng đừng nói bây giờ chúng ta sẽ nói về nó trong cuộc họp báo,Vui lòng đừng nói bây giờ chúng ta sẽ nói về nó trong cuộc hợp bảo.,18.75
996,trời có đang quang đãng dần không,Chơi có đoàn quan đảo dân hôn,85.71
997,để nó cho tôi,"Đấy, nào à? Chào tôi!",125.0
998,mì vằn thắn và sủi cảo là hai món được ưa chuộng nhất tại đây,"Mì vần thánh là sủi cào là hai món, được ưa chuộng nhất tại đây.",46.67
999,thủ tục lên máy bay vào lúc hai giờ ba mươi,"Thủ tục, liên mấy bay vào lúc hay sợ bã môi.",72.73
