id,ground_truth,F5-TTS-b,wer
947,để hoàn thiện hơn hoặc thay đổi khi cần thiết,Bây giờ lâu mà em có thể đặt khổ kê không ạ?,120.0
948,vui dòng đưa tôi đến khu phố người hoa,Tôi chụp cái tôi trảKI nha in và giữegal ở s ander ehrlich lo quHEN cho anh sáng thì đợi tôi true Lab,244.44
949,và ông Lucas phải báo cáo cho ai,PIP GRIP SLIDE 8V0 OIS Cảm ơn m以及 m wurd Mavant,137.5
95,đã bán rồi,Gi establishment of LED amphithe hữu 453- rights and confidentiality of LED amphithe responding to federal constitution between the federal government and the government as they leadership to also secure Starting of water chúng ta 음식,1200.0
950,từ bây giờ nó được gọi là thai nhi,Ch unacceptable Уikk propagate,100.0
951,đó là cuộc sống đó cũng là bóng đá,Còn video bài kiao bài bộ nước lại bầu lưu tiêu trình.,133.33
952,xin lỗi cắt ngắn thêm một ít ở phần,bây giờ tуйте everybody,100.0
953,cô ấy sẽ muốn đậu xe đến năm giờ,doctrine tế tế t층 tấm nhắm chọnкие mode nên lunch,111.11
954,đây là máy giặt phải không,<|bg|> một mapping ohne tổ Position của n -> 2 có cách nâng để các.</T Proseально có Leist following nhữngUND,333.33
955,anh trần công phô tàu nước ngoài đã được báo trước chính xác,Công gặp...,100.0
956,sau đó thảo được nguyễn vũ bão chở đến ngã tư nguyễn trãi quốc lộ một để đặt pháo giữa đường thảo chuẩn bị cho nổ thì bị công an bắt quả tang,Nga là lắm anh ch bak ma ta được no Because I really don't think so,100.0
957,tôi muốn một ít cà phê uống liền,Fake casts the sketch và漂亮,100.0
958,con búp bê bằng gỗ này bao nhiêu tiền,TMinrei của v insightful,100.0
959,bật đèn phòng đọc,"Và thật sự cao trjay CynhVOI, vàwang Qu Haven, b crosel.",275.0
96,thời tiết ấm áp như thể là đầu hè,Bịn staff John sang suất khỏe lôi زي Milwaukee h darkest and expand and g culinary to make the regulations start pressure God Rate,266.67
960,tuần này ông thầy có vô thường xuyên không,Hallelujah.,100.0
961,giảm,Đi weitere troll llوج là,500.0
962,vui lòng cho tôi một nĩa nữa,Đ skies xإ dleo là kh réussi để được hoành động sẽ télé đó tốt lắm everyone!,242.86
963,ti vi tăng tiếng đến bốn,"9, 1",100.0
964,anh có thể đổi phòng tôi với một cái nhìn ra biển không,Ôm lần chốt cho tươi nhanh nạc.,100.0
965,tỉ như với món thiền trên ghế đá,Các tạc khí khó phí Aminica,100.0
966,rồi một đêm khi chàng lên giường bằng trực giác,Sáu g odn Sachs an Washington Não,100.0
967,anh có bị dị ứng thực sự nặng không,và có một vén mp fazer blew em,88.89
968,nó không đúng,1 năng quei tr Loch rising in Asian,266.67
969,làm ơn cho tiền lẻ,parenthesis,100.0
97,chúng tôi có bốn người,vai cãi hình acad thaan trothes tan t disposition,180.0
970,đến washington giá vé bao nhiêu,Vinated and,100.0
971,vâng đó là vàng mười tám cara,Sao anh có chu gee hậu nữa nha!,114.29
972,kìa ai đang nghịch trái tim,Chạt cấn khoai lâm sật trái lưỡng cãi con lập.,150.0
973,khi đạp thắng tôi luôn nghe thấy một tiếng ồn lạ,Và đuther Hội,100.0
974,cái nhỏ có hành tươi,Cô yên vý sẻ ảo ảo nình tộc bệ thật cân giao vi phố bàn đêm kiên cấp.,360.0
975,trường tôi là một trường công lập,horrific,100.0
976,anh có thể gửi nó không,Cắt b megaphone,100.0
977,quí vị có uống thuốc của quí vị vào ban đêm không,Vาย actress видео hôm nay tài b кар secure,100.0
978,xin lỗi bạn có thể chỉ giúp tôi ngân hàng gần nhất không,Đù Military Community Đedi swings,100.0
979,và vui lòng thắt dây an toàn của quý khách,Czyli mình quantitativeبitten mình cứ 여러분들,100.0
98,vẻ đẹp khuôn mặt và bản năng tình dục quan hệ tương hỗ chặt chẽ với nhau,"Các kỳ mũn và lưu giao đến kế hoa mặt chăm bệ tỳ Los Angeles này, có khím vô lòng bngmp để bị lâm vệ, coi vô lòng bngmp bạc.",170.59
980,do vậy tôi vẫn phải gồng mình,"Ph directions,",100.0
981,hãng xe hạng sang của đức sẽ giới thiệu mẫu ưu đãi đầu tiên thuộc danh mục sản phẩm của mình,Với có tỏa thcin venir được Tür Ngài ở knoc cũng rất Straight across from in the streets,100.0
982,roong cửa cũng phải kín thì tủ mới hoạt động tốt gió hở làm thất thoát điện rất lớn,"Tụi ấy kiếm tai lộ để mà viên lộ bản đành còn xe ong nay như ấu lý, dư nảm, cô cân.",115.79
983,tôi cảm thấy lạnh và buồn nôn có nơi nào để nằm không,Xin lỗi mọi người vàっぽ IamERE 54,100.0
984,tôi đang tìm một công việc mới,B Historaggio Cheryl Lu M performing performance on VCS,128.57
985,súng được du nhập vào nhật bản vào thời đó chúng đóng một vai trò quan trọng để thắng một trận đấu,"Các mại mùi tụi chờ phiêu ăn với lai viên lồ, diễn phán người phiên kéo kiếu mang heo hợp kéo kéo lại.",104.55
986,tôi muốn trả phòng vậy vui lòng đến phòng tôi để mang hành lý của tôi,"các bạn với flags, nhcellent đỡ t semester",100.0
987,ông được nhiều người biết đến,"Hiện có khi chúng lên Estač-Weigth,",100.0
988,vĩ bảo những người có tuổi tác ban đầu thường dằn vặt về quá khứ nghĩ về những ngày giữ địa vị ngoài xã hội,Ke Oil  century,100.0
989,họ còn trang điểm nhảy múa giống như vậy,"Oppon cacao, cắt skull, alfredo",100.0
99,hầu bàn của quý khách sẽ là Alfredo,"H anecdote and propositions of Rip posted on YouTube helped sign up the channel ship there is a lot of silly stuff b ACC This is what to unemployment Shooting must be done to make sure you have the right to be out on earth to support us As you can see, c vor trang took a lot of things",750.0
990,bạn có thể tìm một tờ ở một quầy mới gần đây,画 h shattered car osaka,100.0
991,cái này mắc quá,Em đ protects your task byattering my skillsPrince lạc lте refine,275.0
992,va chạm với người chở ngỗng chiếc xe lật úp làm đổ rất nhiều biển báo lẫn cột đèn,Sài Gòn Mạc Kỳ Cộp,100.0
993,những chiếc thuộc sở hữu của một tổng đại lý ở đức vững chắc nhiều năm liền nhưng hãng cũng không thoát khỏi cơn bão khủng hoảng,CácAmsterdam b needle Đăng vàüğ,100.0
994,kết thúc trận đấu các cầu thủ thường có trao đổi áo đấu cho nhau,"Này cẩn chạy tất sọc câu cốt thư cộp, ổng cài anh để ổ phụ phố để có yếu kiến trái tuấn nhung này. Anh đi ảnh trái nâng kiền ta tất cả ai khen bài. Ản người ca.",253.33
995,vui lòng đừng nói bây giờ chúng ta sẽ nói về nó trong cuộc họp báo,Vì sau tr �esh Lemcong,100.0
996,trời có đang quang đãng dần không,V tan t grin trüne nнес tr mindfulness,114.29
997,để nó cho tôi,"Cho kiuo s seguro, đừng nói chuyện này, nhìn cho tên tên",275.0
998,mì vằn thắn và sủi cảo là hai món được ưa chuộng nhất tại đây,Vì nâng chấu kiện,100.0
999,thủ tục lên máy bay vào lúc hai giờ ba mươi,Voyager wolves Wildcat,100.0
